,State,State_abbrev,Year,Gender_baby,Education_level,Education_code,Births,Avg_age_mother,Avg_birth_weight(g)
2899,Montana,MT,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,168,33.4,3189.3
2900,Montana,MT,2021,M,8th grade or less,1,91,27.6,3251.6
2901,Montana,MT,2021,M,9th through 12th grade with no diploma,2,394,24,3259.8
2902,Montana,MT,2021,M,High school graduate or GED completed,3,1514,26.4,3286.8
2903,Montana,MT,2021,M,"Some college credit, but not a degree",4,1150,28.6,3320.1
2904,Montana,MT,2021,M,"Associate degree (AA, AS)",5,547,29.8,3392.5
2905,Montana,MT,2021,M,"Bachelor's degree (BA, AB, BS)",6,1383,31.6,3353.8
2906,Montana,MT,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,472,33,3333.8
2907,Montana,MT,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,195,33.9,3370.6
2908,Nebraska,NE,2016,F,8th grade or less,1,592,30,3192.8
2909,Nebraska,NE,2016,F,9th through 12th grade with no diploma,2,1031,24.6,3134.8
2910,Nebraska,NE,2016,F,High school graduate or GED completed,3,2393,26.1,3192.2
2911,Nebraska,NE,2016,F,"Some college credit, but not a degree",4,2932,27.4,3259
2912,Nebraska,NE,2016,F,"Associate degree (AA, AS)",5,1329,29.6,3278.9
2913,Nebraska,NE,2016,F,"Bachelor's degree (BA, AB, BS)",6,3199,30.5,3315
2914,Nebraska,NE,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1190,32,3326.5
2915,Nebraska,NE,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,404,33,3238.8
2916,Nebraska,NE,2016,M,8th grade or less,1,547,29.4,3339.7
2917,Nebraska,NE,2016,M,9th through 12th grade with no diploma,2,1017,25.1,3271.8
2918,Nebraska,NE,2016,M,High school graduate or GED completed,3,2549,25.9,3296.2
2919,Nebraska,NE,2016,M,"Some college credit, but not a degree",4,2981,27.3,3378.7
2920,Nebraska,NE,2016,M,"Associate degree (AA, AS)",5,1423,29.6,3423.8
2921,Nebraska,NE,2016,M,"Bachelor's degree (BA, AB, BS)",6,3305,30.6,3444.3
2922,Nebraska,NE,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1297,31.8,3461.3
2923,Nebraska,NE,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,385,32.6,3402
2924,Nebraska,NE,2017,F,8th grade or less,1,543,29.8,3215.4
2925,Nebraska,NE,2017,F,9th through 12th grade with no diploma,2,994,25.4,3092.3
2926,Nebraska,NE,2017,F,High school graduate or GED completed,3,2442,26,3181.6
2927,Nebraska,NE,2017,F,"Some college credit, but not a degree",4,2794,27.4,3253.4
2928,Nebraska,NE,2017,F,"Associate degree (AA, AS)",5,1274,29.8,3288.2
2929,Nebraska,NE,2017,F,"Bachelor's degree (BA, AB, BS)",6,2995,30.4,3334.5
2930,Nebraska,NE,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1202,31.9,3309.5
2931,Nebraska,NE,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,364,32.6,3275.4
2932,Nebraska,NE,2017,M,8th grade or less,1,613,30.1,3280.8
2933,Nebraska,NE,2017,M,9th through 12th grade with no diploma,2,1066,25.4,3236.6
2934,Nebraska,NE,2017,M,High school graduate or GED completed,3,2500,26,3310.4
2935,Nebraska,NE,2017,M,"Some college credit, but not a degree",4,2867,27.2,3349.7
2936,Nebraska,NE,2017,M,"Associate degree (AA, AS)",5,1400,29.6,3424.8
2937,Nebraska,NE,2017,M,"Bachelor's degree (BA, AB, BS)",6,3148,30.6,3443.2
2938,Nebraska,NE,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1222,32,3423.4
2939,Nebraska,NE,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,385,32.4,3395.8
2940,Nebraska,NE,2018,F,8th grade or less,1,506,29.6,3165.6
2941,Nebraska,NE,2018,F,9th through 12th grade with no diploma,2,983,25.2,3159.6
2942,Nebraska,NE,2018,F,High school graduate or GED completed,3,2363,26.1,3170.4
2943,Nebraska,NE,2018,F,"Some college credit, but not a degree",4,2552,27.6,3245.6
2944,Nebraska,NE,2018,F,"Associate degree (AA, AS)",5,1298,29.9,3256.2
2945,Nebraska,NE,2018,F,"Bachelor's degree (BA, AB, BS)",6,3113,30.7,3310.2
2946,Nebraska,NE,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1209,32.1,3339
2947,Nebraska,NE,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,391,32.9,3321.7
2948,Nebraska,NE,2018,F,Unknown or Not Stated,9,18,28.6,2509.1
2949,Nebraska,NE,2018,M,8th grade or less,1,532,30.2,3254.8
2950,Nebraska,NE,2018,M,9th through 12th grade with no diploma,2,982,25.8,3254.2
2951,Nebraska,NE,2018,M,High school graduate or GED completed,3,2527,26.2,3288.6
2952,Nebraska,NE,2018,M,"Some college credit, but not a degree",4,2742,27.4,3353.8
2953,Nebraska,NE,2018,M,"Associate degree (AA, AS)",5,1376,29.7,3384
2954,Nebraska,NE,2018,M,"Bachelor's degree (BA, AB, BS)",6,3204,30.6,3450.5
2955,Nebraska,NE,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1272,32,3471.2
2956,Nebraska,NE,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,408,33.2,3408.5
2957,Nebraska,NE,2018,M,Unknown or Not Stated,9,12,34.6,3174.2
2958,Nebraska,NE,2019,F,8th grade or less,1,542,29.4,3178.3
2959,Nebraska,NE,2019,F,9th through 12th grade with no diploma,2,852,25,3097.4
2960,Nebraska,NE,2019,F,High school graduate or GED completed,3,2362,26.2,3184.8
2961,Nebraska,NE,2019,F,"Some college credit, but not a degree",4,2523,27.7,3225.6
2962,Nebraska,NE,2019,F,"Associate degree (AA, AS)",5,1205,29.7,3216.9
2963,Nebraska,NE,2019,F,"Bachelor's degree (BA, AB, BS)",6,2990,30.7,3311.4
2964,Nebraska,NE,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1252,32.2,3305.2
2965,Nebraska,NE,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,386,32.8,3284.9
2966,Nebraska,NE,2019,F,Unknown or Not Stated,9,15,27.6,2905.7
2967,Nebraska,NE,2019,M,8th grade or less,1,589,30.3,3331.6
2968,Nebraska,NE,2019,M,9th through 12th grade with no diploma,2,887,25.1,3252.5
2969,Nebraska,NE,2019,M,High school graduate or GED completed,3,2511,26.3,3297.6
2970,Nebraska,NE,2019,M,"Some college credit, but not a degree",4,2644,27.6,3346.4
2971,Nebraska,NE,2019,M,"Associate degree (AA, AS)",5,1263,30,3376
2972,Nebraska,NE,2019,M,"Bachelor's degree (BA, AB, BS)",6,3116,30.7,3415.4
2973,Nebraska,NE,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1207,32.1,3409.8
2974,Nebraska,NE,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,393,32.8,3405.9
2975,Nebraska,NE,2019,M,Unknown or Not Stated,9,18,29.3,3055.4
2976,Nebraska,NE,2020,F,8th grade or less,1,542,29.9,3139.9
2977,Nebraska,NE,2020,F,9th through 12th grade with no diploma,2,864,25.4,3130.2
2978,Nebraska,NE,2020,F,High school graduate or GED completed,3,2313,26.3,3176.2
2979,Nebraska,NE,2020,F,"Some college credit, but not a degree",4,2408,27.9,3232.6
2980,Nebraska,NE,2020,F,"Associate degree (AA, AS)",5,1157,30.2,3250.5
2981,Nebraska,NE,2020,F,"Bachelor's degree (BA, AB, BS)",6,3018,30.7,3324.3
2982,Nebraska,NE,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1223,32.1,3312.2
2983,Nebraska,NE,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,395,32.6,3293.5
2984,Nebraska,NE,2020,F,Unknown or Not Stated,9,19,29.6,3273.7
2985,Nebraska,NE,2020,M,8th grade or less,1,556,29.6,3295
2986,Nebraska,NE,2020,M,9th through 12th grade with no diploma,2,870,25.7,3242.5
2987,Nebraska,NE,2020,M,High school graduate or GED completed,3,2494,26.4,3291
2988,Nebraska,NE,2020,M,"Some college credit, but not a degree",4,2444,27.8,3338.2
2989,Nebraska,NE,2020,M,"Associate degree (AA, AS)",5,1249,30,3379.9
2990,Nebraska,NE,2020,M,"Bachelor's degree (BA, AB, BS)",6,3102,30.6,3422.8
2991,Nebraska,NE,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1214,32.2,3408.4
2992,Nebraska,NE,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,410,33.2,3430.9
2993,Nebraska,NE,2020,M,Unknown or Not Stated,9,13,30.2,3446.2
2994,Nebraska,NE,2021,F,8th grade or less,1,524,30.3,3205.2
2995,Nebraska,NE,2021,F,9th through 12th grade with no diploma,2,812,24.6,3106.2
2996,Nebraska,NE,2021,F,High school graduate or GED completed,3,2382,26.5,3170.5
2997,Nebraska,NE,2021,F,"Some college credit, but not a degree",4,2376,28.1,3225.4
2998,Nebraska,NE,2021,F,"Associate degree (AA, AS)",5,1166,30.1,3290.2
2999,Nebraska,NE,2021,F,"Bachelor's degree (BA, AB, BS)",6,3096,30.6,3298.8
3000,Nebraska,NE,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1225,32.1,3307.5
3001,Nebraska,NE,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,402,33,3267.4
3002,Nebraska,NE,2021,F,Unknown or Not Stated,9,15,32.9,3078.8
3003,Nebraska,NE,2021,M,8th grade or less,1,526,30.3,3273.2
3004,Nebraska,NE,2021,M,9th through 12th grade with no diploma,2,849,25.4,3210.9
3005,Nebraska,NE,2021,M,High school graduate or GED completed,3,2460,26.5,3276.1
3006,Nebraska,NE,2021,M,"Some college credit, but not a degree",4,2503,27.8,3316
3007,Nebraska,NE,2021,M,"Associate degree (AA, AS)",5,1270,29.9,3360.3
3008,Nebraska,NE,2021,M,"Bachelor's degree (BA, AB, BS)",6,3200,30.8,3436.4
3009,Nebraska,NE,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1370,31.8,3439.3
3010,Nebraska,NE,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,416,32.9,3366.3
3011,Nebraska,NE,2021,M,Unknown or Not Stated,9,17,32.9,3349.2
3012,Nevada,NV,2016,F,8th grade or less,1,415,30.7,3213.6
3013,Nevada,NV,2016,F,9th through 12th grade with no diploma,2,2797,25.7,3141.1
3014,Nevada,NV,2016,F,High school graduate or GED completed,3,5489,26.7,3153
3015,Nevada,NV,2016,F,"Some college credit, but not a degree",4,3888,28.2,3195.3
3016,Nevada,NV,2016,F,"Associate degree (AA, AS)",5,1275,30.1,3178.4
3017,Nevada,NV,2016,F,"Bachelor's degree (BA, AB, BS)",6,2470,31.7,3216.5
3018,Nevada,NV,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,779,33,3205.5
3019,Nevada,NV,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,234,34.4,3244.4
3020,Nevada,NV,2016,F,Unknown or Not Stated,9,431,28.5,3086.6
3021,Nevada,NV,2016,M,8th grade or less,1,468,30.6,3296.9
3022,Nevada,NV,2016,M,9th through 12th grade with no diploma,2,2858,26.1,3228.8
3023,Nevada,NV,2016,M,High school graduate or GED completed,3,5550,26.8,3245.9
3024,Nevada,NV,2016,M,"Some college credit, but not a degree",4,4156,28.5,3298
3025,Nevada,NV,2016,M,"Associate degree (AA, AS)",5,1379,30.1,3312.3
3026,Nevada,NV,2016,M,"Bachelor's degree (BA, AB, BS)",6,2542,31.5,3307
3027,Nevada,NV,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,860,33.1,3326.3
3028,Nevada,NV,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,251,34,3264.8
3029,Nevada,NV,2016,M,Unknown or Not Stated,9,418,28.4,3137.5
3030,Nevada,NV,2017,F,8th grade or less,1,427,30.9,3210.3
3031,Nevada,NV,2017,F,9th through 12th grade with no diploma,2,2557,25.9,3134.1
3032,Nevada,NV,2017,F,High school graduate or GED completed,3,5501,26.9,3136.8
3033,Nevada,NV,2017,F,"Some college credit, but not a degree",4,3815,28.6,3168.5
3034,Nevada,NV,2017,F,"Associate degree (AA, AS)",5,1295,30.3,3190.1
3035,Nevada,NV,2017,F,"Bachelor's degree (BA, AB, BS)",6,2391,31.7,3230.2
3036,Nevada,NV,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,771,33,3191.8
3037,Nevada,NV,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,234,34.1,3181.6
3038,Nevada,NV,2017,F,Unknown or Not Stated,9,488,28.4,3012.3
3039,Nevada,NV,2017,M,8th grade or less,1,431,31.2,3252.5
3040,Nevada,NV,2017,M,9th through 12th grade with no diploma,2,2620,26.1,3222.2
3041,Nevada,NV,2017,M,High school graduate or GED completed,3,5789,26.8,3232.2
3042,Nevada,NV,2017,M,"Some college credit, but not a degree",4,3984,28.5,3275.7
3043,Nevada,NV,2017,M,"Associate degree (AA, AS)",5,1369,30,3269.4
3044,Nevada,NV,2017,M,"Bachelor's degree (BA, AB, BS)",6,2458,31.6,3313.3
3045,Nevada,NV,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,830,33.1,3349.2
3046,Nevada,NV,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,245,34.1,3190
3047,Nevada,NV,2017,M,Unknown or Not Stated,9,551,28.5,3149.9
3048,Nevada,NV,2018,F,8th grade or less,1,416,31.4,3165.3
3049,Nevada,NV,2018,F,9th through 12th grade with no diploma,2,2366,26.3,3141.2
3050,Nevada,NV,2018,F,High school graduate or GED completed,3,5661,26.9,3154.3
3051,Nevada,NV,2018,F,"Some college credit, but not a degree",4,3712,28.7,3192.1
3052,Nevada,NV,2018,F,"Associate degree (AA, AS)",5,1258,30.4,3163.7
3053,Nevada,NV,2018,F,"Bachelor's degree (BA, AB, BS)",6,2507,31.8,3224.7
3054,Nevada,NV,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,839,33.3,3207.2
3055,Nevada,NV,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,242,34.4,3205.3
3056,Nevada,NV,2018,F,Unknown or Not Stated,9,369,28.7,3099.7
3057,Nevada,NV,2018,M,8th grade or less,1,413,31.4,3273.1
3058,Nevada,NV,2018,M,9th through 12th grade with no diploma,2,2460,26.2,3217.6
3059,Nevada,NV,2018,M,High school graduate or GED completed,3,6038,27,3242.3
3060,Nevada,NV,2018,M,"Some college credit, but not a degree",4,3945,28.6,3275.6
3061,Nevada,NV,2018,M,"Associate degree (AA, AS)",5,1340,30.2,3291.3
3062,Nevada,NV,2018,M,"Bachelor's degree (BA, AB, BS)",6,2589,31.8,3329.6
3063,Nevada,NV,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,870,33.1,3358.4
3064,Nevada,NV,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,283,34.4,3247.7
3065,Nevada,NV,2018,M,Unknown or Not Stated,9,374,29.1,3180.7
3066,Nevada,NV,2019,F,8th grade or less,1,386,31.5,3194.4
3067,Nevada,NV,2019,F,9th through 12th grade with no diploma,2,2203,26.5,3108.2
3068,Nevada,NV,2019,F,High school graduate or GED completed,3,5414,27.1,3135.4
3069,Nevada,NV,2019,F,"Some college credit, but not a degree",4,3600,28.9,3179.4
3070,Nevada,NV,2019,F,"Associate degree (AA, AS)",5,1275,30.5,3171.4
3071,Nevada,NV,2019,F,"Bachelor's degree (BA, AB, BS)",6,2469,31.9,3195.2
3072,Nevada,NV,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,830,33.3,3217.8
3073,Nevada,NV,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,253,34.5,3186.4
3074,Nevada,NV,2019,F,Unknown or Not Stated,9,522,28,3078.8
3075,Nevada,NV,2019,M,8th grade or less,1,394,31.2,3264.7
3076,Nevada,NV,2019,M,9th through 12th grade with no diploma,2,2301,26.4,3217.5
3077,Nevada,NV,2019,M,High school graduate or GED completed,3,5854,27,3245.3
3078,Nevada,NV,2019,M,"Some college credit, but not a degree",4,3817,28.9,3252.7
3079,Nevada,NV,2019,M,"Associate degree (AA, AS)",5,1386,30.3,3272.6
3080,Nevada,NV,2019,M,"Bachelor's degree (BA, AB, BS)",6,2601,31.7,3315.2
3081,Nevada,NV,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,890,33.1,3331.8
3082,Nevada,NV,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,276,33.8,3234.7
3083,Nevada,NV,2019,M,Unknown or Not Stated,9,601,28.4,3173.7
3084,Nevada,NV,2020,F,8th grade or less,1,293,31.6,3155.4
3085,Nevada,NV,2020,F,9th through 12th grade with no diploma,2,2027,27,3123.8
3086,Nevada,NV,2020,F,High school graduate or GED completed,3,5423,27,3136.8
3087,Nevada,NV,2020,F,"Some college credit, but not a degree",4,3384,29.1,3156.7
3088,Nevada,NV,2020,F,"Associate degree (AA, AS)",5,1278,30.4,3178.2
3089,Nevada,NV,2020,F,"Bachelor's degree (BA, AB, BS)",6,2425,31.9,3202.2
3090,Nevada,NV,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,811,33.6,3207.3
3091,Nevada,NV,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,252,34.1,3201.7
3092,Nevada,NV,2020,F,Unknown or Not Stated,9,510,28.9,3070.3
3093,Nevada,NV,2020,M,8th grade or less,1,316,30.9,3271.6
3094,Nevada,NV,2020,M,9th through 12th grade with no diploma,2,2052,26.4,3207
3095,Nevada,NV,2020,M,High school graduate or GED completed,3,5528,27.2,3228.4
3096,Nevada,NV,2020,M,"Some college credit, but not a degree",4,3656,28.8,3262.1
3097,Nevada,NV,2020,M,"Associate degree (AA, AS)",5,1320,30.4,3267.1
3098,Nevada,NV,2020,M,"Bachelor's degree (BA, AB, BS)",6,2685,31.8,3322.1
3099,Nevada,NV,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,869,33.4,3322.4
3100,Nevada,NV,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,270,34.5,3284.3
3101,Nevada,NV,2020,M,Unknown or Not Stated,9,554,28.6,3206.8
3102,Nevada,NV,2021,F,8th grade or less,1,236,31.9,3140
3103,Nevada,NV,2021,F,9th through 12th grade with no diploma,2,1858,26.8,3069.3
3104,Nevada,NV,2021,F,High school graduate or GED completed,3,5481,27.3,3117
3105,Nevada,NV,2021,F,"Some college credit, but not a degree",4,3527,29.2,3146.6
3106,Nevada,NV,2021,F,"Associate degree (AA, AS)",5,1219,30.9,3166.2
3107,Nevada,NV,2021,F,"Bachelor's degree (BA, AB, BS)",6,2634,31.8,3192
3108,Nevada,NV,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,930,33.4,3209.1
3109,Nevada,NV,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,261,34.2,3130.5
3110,Nevada,NV,2021,F,Unknown or Not Stated,9,390,29.1,3091.7
3111,Nevada,NV,2021,M,8th grade or less,1,277,31.5,3300.1
3112,Nevada,NV,2021,M,9th through 12th grade with no diploma,2,1964,26.7,3205.1
3113,Nevada,NV,2021,M,High school graduate or GED completed,3,5692,27.2,3212.4
3114,Nevada,NV,2021,M,"Some college credit, but not a degree",4,3582,29.2,3259.4
3115,Nevada,NV,2021,M,"Associate degree (AA, AS)",5,1318,30.6,3275.8
3116,Nevada,NV,2021,M,"Bachelor's degree (BA, AB, BS)",6,2665,31.9,3309.8
3117,Nevada,NV,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,962,33.2,3331.7
3118,Nevada,NV,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,283,34.4,3259.4
3119,Nevada,NV,2021,M,Unknown or Not Stated,9,407,28.7,3171.1
3120,New Hampshire,NH,2016,F,8th grade or less,1,51,30.2,3228.1
3121,New Hampshire,NH,2016,F,9th through 12th grade with no diploma,2,313,24.9,3171.9
3122,New Hampshire,NH,2016,F,High school graduate or GED completed,3,1242,26.7,3287.8
3123,New Hampshire,NH,2016,F,"Some college credit, but not a degree",4,1248,28.1,3315.8
3124,New Hampshire,NH,2016,F,"Associate degree (AA, AS)",5,496,30.5,3352.8
3125,New Hampshire,NH,2016,F,"Bachelor's degree (BA, AB, BS)",6,1442,31.4,3342
3126,New Hampshire,NH,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,863,32.6,3345.7
3127,New Hampshire,NH,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,166,33.6,3253.6
3128,New Hampshire,NH,2016,F,Unknown or Not Stated,9,34,29.4,3166.1
3129,New Hampshire,NH,2016,M,8th grade or less,1,35,29,3585.7
3130,New Hampshire,NH,2016,M,9th through 12th grade with no diploma,2,343,24.7,3255.7
3131,New Hampshire,NH,2016,M,High school graduate or GED completed,3,1373,26.6,3373.1
3132,New Hampshire,NH,2016,M,"Some college credit, but not a degree",4,1305,28.6,3409.1
3133,New Hampshire,NH,2016,M,"Associate degree (AA, AS)",5,595,30.2,3434.7
3134,New Hampshire,NH,2016,M,"Bachelor's degree (BA, AB, BS)",6,1575,31.6,3446.8
3135,New Hampshire,NH,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,937,32.6,3442.6
3136,New Hampshire,NH,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,33.8,3365.8
3137,New Hampshire,NH,2016,M,Unknown or Not Stated,9,39,31,3315.4
3138,New Hampshire,NH,2017,F,8th grade or less,1,44,30.4,3264
3139,New Hampshire,NH,2017,F,9th through 12th grade with no diploma,2,290,24.2,3115.1
3140,New Hampshire,NH,2017,F,High school graduate or GED completed,3,1258,26.4,3237.9
3141,New Hampshire,NH,2017,F,"Some college credit, but not a degree",4,1166,28.4,3257.6
3142,New Hampshire,NH,2017,F,"Associate degree (AA, AS)",5,546,30.6,3280.8
3143,New Hampshire,NH,2017,F,"Bachelor's degree (BA, AB, BS)",6,1593,31.3,3329.1
3144,New Hampshire,NH,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,847,32.8,3291.2
3145,New Hampshire,NH,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,198,34.1,3312.6
3146,New Hampshire,NH,2017,F,Unknown or Not Stated,9,24,30.4,2872.8
3147,New Hampshire,NH,2017,M,8th grade or less,1,42,28,3192
3148,New Hampshire,NH,2017,M,9th through 12th grade with no diploma,2,327,24.8,3265.8
3149,New Hampshire,NH,2017,M,High school graduate or GED completed,3,1315,26.8,3374.8
3150,New Hampshire,NH,2017,M,"Some college credit, but not a degree",4,1181,28.4,3404.6
3151,New Hampshire,NH,2017,M,"Associate degree (AA, AS)",5,612,30.5,3406
3152,New Hampshire,NH,2017,M,"Bachelor's degree (BA, AB, BS)",6,1576,31.4,3459.4
3153,New Hampshire,NH,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,867,32.8,3463.4
3154,New Hampshire,NH,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,194,34.4,3341.6
3155,New Hampshire,NH,2017,M,Unknown or Not Stated,9,36,29.4,3128.9
3156,New Hampshire,NH,2018,F,8th grade or less,1,49,29.4,3257.5
3157,New Hampshire,NH,2018,F,9th through 12th grade with no diploma,2,297,25,3116.3
3158,New Hampshire,NH,2018,F,High school graduate or GED completed,3,1285,26.8,3238
3159,New Hampshire,NH,2018,F,"Some college credit, but not a degree",4,1149,28.8,3315
3160,New Hampshire,NH,2018,F,"Associate degree (AA, AS)",5,515,30.5,3296.2
3161,New Hampshire,NH,2018,F,"Bachelor's degree (BA, AB, BS)",6,1547,31.7,3313.2
3162,New Hampshire,NH,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,899,32.8,3361.4
3163,New Hampshire,NH,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,34.2,3255.2
3164,New Hampshire,NH,2018,F,Unknown or Not Stated,9,27,31.1,3186
3165,New Hampshire,NH,2018,M,8th grade or less,1,44,28.4,3170.8
3166,New Hampshire,NH,2018,M,9th through 12th grade with no diploma,2,267,24.2,3239.1
3167,New Hampshire,NH,2018,M,High school graduate or GED completed,3,1229,26.8,3386
3168,New Hampshire,NH,2018,M,"Some college credit, but not a degree",4,1233,28.8,3407.7
3169,New Hampshire,NH,2018,M,"Associate degree (AA, AS)",5,567,30.9,3417.5
3170,New Hampshire,NH,2018,M,"Bachelor's degree (BA, AB, BS)",6,1579,31.7,3446.9
3171,New Hampshire,NH,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,875,32.6,3453.4
3172,New Hampshire,NH,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,189,34,3389.2
3173,New Hampshire,NH,2018,M,Unknown or Not Stated,9,34,30.4,3187.5
3174,New Hampshire,NH,2019,F,8th grade or less,1,30,30.1,3350.5
3175,New Hampshire,NH,2019,F,9th through 12th grade with no diploma,2,264,25.5,3163.3
3176,New Hampshire,NH,2019,F,High school graduate or GED completed,3,1148,26.8,3252.4
3177,New Hampshire,NH,2019,F,"Some college credit, but not a degree",4,1096,28.9,3243.5
3178,New Hampshire,NH,2019,F,"Associate degree (AA, AS)",5,522,30.7,3304.8
3179,New Hampshire,NH,2019,F,"Bachelor's degree (BA, AB, BS)",6,1560,31.7,3340.2
3180,New Hampshire,NH,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,928,32.7,3336.7
3181,New Hampshire,NH,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,179,34.8,3257.6
3182,New Hampshire,NH,2019,F,Unknown or Not Stated,9,32,31.6,3402.9
3183,New Hampshire,NH,2019,M,8th grade or less,1,35,30,3329.7
3184,New Hampshire,NH,2019,M,9th through 12th grade with no diploma,2,284,25.2,3250.1
3185,New Hampshire,NH,2019,M,High school graduate or GED completed,3,1275,26.8,3355.2
3186,New Hampshire,NH,2019,M,"Some college credit, but not a degree",4,1169,28.8,3402
3187,New Hampshire,NH,2019,M,"Associate degree (AA, AS)",5,551,30.7,3418.7
3188,New Hampshire,NH,2019,M,"Bachelor's degree (BA, AB, BS)",6,1581,31.6,3467.1
